Identifiant du lieu,Ann�e du tournage,Type de tournage,Titre,R�alisateur,Producteur,Localisation de la sc�ne,Code postal,Date de d�but,Date de fin,Coordonn�e en X,Coordonn�e en Y,geo_shape,geo_point_2d,,
2019-369,2019,Long m�trage,UN VOYAGE EN HIVER,Claus DREXLER,MANEKI FILMS,rue du calvaire,75018,75018,27/03/2019,27/03/2019,2.34049414,48.88627153,"{""type"": ""Point"", ""coordinates"": [2.340494141679001, 48.886271531842766]}",48.8862715318,2.34049414168
2017-1311,2017,Long m�trage,Eiffel i'm in love 2,Rizal Mantovani,IFILMFRANCE,jardin nelson mandela(ex: des halles),75001,75001,09/06/2017,09/06/2017,2.34529635,48.86228331,"{""type"": ""Point"", ""coordinates"": [2.3452963499156603, 48.86228331084681]}",48.8622833108,2.34529634992
2016-1995,2016,Long m�trage,UNE SAISON EN FRANCE,MAHAMAT-SALEH HAROUN,PILI FILMS,62� RUE� DE LA REUNION,75020,22/11/2016,22/11/2016,2.401361,48.855458,"{""type"": ""Point"", ""coordinates"": [2.401361000513374, 48.85545799994025]}",48.8554579999,2.40136100051,
2016-526,2016,Long m�trage,UNE VIE VIOLENTE,THIERRY DE PERRETI,LES FILMS VELVET,RUE� DE RENNES,75006,16/06/2016,17/06/2016,2.328205,48.848597,"{""type"": ""Point"", ""coordinates"": [2.3282049996258802, 48.84859700017828]}",48.8485970002,2.32820499963,
2017-1317,2017,Long m�trage,GEMINI,Christopher Mac Quarrie,FIRSTEP,rue de nevers,75006,75006,11/05/2017,11/05/2017,2.33956399,48.85584967,"{""type"": ""Point"", ""coordinates"": [2.339563985092426, 48.85584967117165]}",48.8558496712,2.33956398509
2016-2012,2016,Long m�trage,DJANGO MELODIES,ETIENNE COMAR,CURIOSA FILMS,32� RUE� RICHER,75009,22/04/2016,22/04/2016,2.344891,48.87409,"{""type"": ""Point"", ""coordinates"": [2.344891000239861, 48.87409000040216]}",48.8740900004,2.34489100024,
2016-531,2016,Long m�trage,EMBRASSE MOI,CYPRIEN VIAL,NOLITA CINEMA,RUE� DE PONTOISE,75005,22/07/2016,22/07/2016,2.351867,48.849806,"{""type"": ""Point"", ""coordinates"": [2.35186700038581, 48.849806000376134]}",48.8498060004,2.35186700039,
2017-1357,2017,Long m�trage,L'extraordinaire voyage du Fakir,Ken Scott,Brio Films,20 avenue rachel,75018,75018,18/07/2017,20/07/2017,2.33106295,48.88538876,"{""type"": ""Point"", ""coordinates"": [2.33106294819031, 48.88538876233613]}",48.8853887623,2.33106294819
2016-2016,2016,Long m�trage,LA NIAQUE,CHAD CHENOUGA,TS PRODUCTIONS,24/39� RUE� OBERKAMPF,75011,29/04/2016,29/04/2016,2.3713100000000003,48.864326,"{""type"": ""Point"", ""coordinates"": [2.371310000383406, 48.86432600018772]}",48.8643260002,2.37131000038,
2016-2023,2016,Long m�trage,THIRST STREET,NATHAN SILVER,IN VIVO FILMS,2/17� RUE� PRINCESSE,75006,05/09/2016,05/09/2016,2.334584,48.851968,"{""type"": ""Point"", ""coordinates"": [2.334583999395571, 48.85196799998111]}",48.851968,2.3345839994,
2016-554,2016,Long m�trage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,SQUARE� JEHAN-RICTUS,75018,25/02/2016,25/02/2016,2.349552,48.8925,"{""type"": ""Point"", ""coordinates"": [2.349552000247243, 48.89250000015073]}",48.8925000002,2.34955200025,
2017-1614,2017,Long m�trage,AMANDA,Mikhael Hers,Nord-Ouest films,14 rue des r�collets,75010,75010,05/08/2017,05/08/2017,2.3613659399999998,48.87462375,"{""type"": ""Point"", ""coordinates"": [2.361365941594592, 48.87462374953768]}",48.8746237495,2.36136594159
2016-2054,2016,Long m�trage,L'ASCENSION,LUDOVIC BERNARD,DE L'AUTRE COTE DU DU PERIPH,BOULEVARD� DE LA CHAPELLE,75018,02/03/2016,02/03/2016,2.355889,48.884395,"{""type"": ""Point"", ""coordinates"": [2.35588899947503, 48.88439500035314]}",48.8843950004,2.35588899948,
2016-2078,2016,Long m�trage,PLONGER,MELANIE LAURENT,MOVE MOVIE,48� RUE� CHAPON,75003,02/05/2016,02/05/2016,2.354181,48.863994,"{""type"": ""Point"", ""coordinates"": [2.354181000192458, 48.86399400029116]}",48.8639940003,2.35418100019,
2018-131,2018,Long m�trage,MON INCONNUE,HUGO G�LIN,ZAZI FILMS,45 rue la bo�tie,75008,75008,16/02/2018,16/02/2018,2.31419492,48.873528,"{""type"": ""Point"", ""coordinates"": [2.31419491506178, 48.87352799926697]}",48.8735279993,2.31419491506
2020-605,2020,Long m�trage,Des vacances � tout prix,Stevan Lee Mraovitch,Charlotte Russe Films,1 avenue de la porte de choisy,75013,75013,12/10/2020,12/10/2020,2.36629264,48.81773717,"{""type"": ""Point"", ""coordinates"": [2.366292644294825, 48.81773716695684]}",48.817737167,2.36629264429
2016-2112,2016,Long m�trage,THIRST STREET,NATHAN SILVER,IN VIVO FILMS,2/20� RUE� GUISARDE,75006,05/09/2016,05/09/2016,2.33441,48.851837,"{""type"": ""Point"", ""coordinates"": [2.334409999332062, 48.85183699960043]}",48.8518369996,2.33440999933,
2016-2113,2016,Long m�trage,LES EX,MAURICE BARTHELEMY,RADAR FILMS,3� RUE� BOTZARIS,75019,22/09/2016,22/09/2016,2.381319,48.877908,"{""type"": ""Point"", ""coordinates"": [2.381318999982177, 48.87790800025907]}",48.8779080003,2.38131899998,
2016-2114,2016,Long m�trage,LA DOULEUR,EMMANUEL FINKIEL,LES FILMS DU POISSON,CARREFOUR� DES RUES CHAMPIONNET ET DU POTEAU,75018,26/09/2016,28/09/2016,2.340099,48.895687,"{""type"": ""Point"", ""coordinates"": [2.3400989998624953, 48.895686999576306]}",48.8956869996,2.34009899986,
2018-44,2018,Long m�trage,L'Enkas,Sarah Marx,La rumeur filme,158 rue damr�mont,75018,75018,16/01/2018,17/01/2018,2.33871128,48.8967102,"{""type"": ""Point"", ""coordinates"": [2.338711282751766, 48.896710197589]}",48.8967101976,2.33871128275
2018-52,2018,Long m�trage,L'Enkas,Sarah Marx,La rumeur filme,158 rue damr�mont,75018,75018,23/01/2018,24/01/2018,2.33871128,48.8967102,"{""type"": ""Point"", ""coordinates"": [2.338711282751766, 48.896710197589]}",48.8967101976,2.33871128275
2017-1651,2017,Long m�trage,Un amour impossible,Catherine Corsini,CHAZ PRODUCTIONS,59 rue de ch�teaudun,75009,75009,07/08/2017,07/08/2017,2.33232511,48.87621307,"{""type"": ""Point"", ""coordinates"": [2.332325112886152, 48.87621306515553]}",48.8762130652,2.33232511289
2019-104,2019,Long m�trage,Passion Simple,Danielle Arbid,LES FILMS PELLEAS,49 rue des ecoles,75005,75005,11/02/2019,11/02/2019,2.34339909,48.84991363,"{""type"": ""Point"", ""coordinates"": [2.343399093678975, 48.849913629103796]}",48.8499136291,2.34339909368
2019-115,2019,Long m�trage,Passion Simple,Danielle Arbid,LES FILMS PELLEAS,145 avenue de villiers,75017,75017,18/02/2019,18/02/2019,2.29217179,48.88543772,"{""type"": ""Point"", ""coordinates"": [2.292171789209541, 48.885437721186086]}",48.8854377212,2.29217178921
2016-2183,2016,Long m�trage,DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,15� RUE� POLIVEAU,75005,29/03/2016,29/03/2016,2.360048,48.840246,"{""type"": ""Point"", ""coordinates"": [2.360048000624603, 48.84024599984668]}",48.8402459998,2.36004800062,
2019-116,2019,Long m�trage,Passion Simple,Danielle Arbid,LES FILMS PELLEAS,30 avenue niel,75017,75017,18/02/2019,18/02/2019,2.29573567,48.8811877,"{""type"": ""Point"", ""coordinates"": [2.29573566854857, 48.881187696711194]}",48.8811876967,2.29573566855
2020-693,2020,Long m�trage,Les Jeunes Amants,Carine Tardieu,EX NIHILO,avenue des marnes,75019,75019,23/10/2020,23/10/2020,2.37971078,48.87932321,"{""type"": ""Point"", ""coordinates"": [2.379710779250154, 48.87932321170045]}",48.8793232117,2.37971077925
2018-275,2018,Long m�trage,MON INCONNUE,HUGO G�LIN,ZAZI FILMS,11 rue berryer,75008,75008,06/03/2018,08/03/2018,2.30359909,48.87536846,"{""type"": ""Point"", ""coordinates"": [2.303599091334641, 48.87536845443363]}",48.8753684544,2.30359909133
2020-699,2020,Long m�trage,Down In Paris,Antony Hickling,HICKLING AND ALLEN FILMS,4 rue darboy,75011,75011,02/11/2020,02/11/2020,2.37318639,48.86904818,"{""type"": ""Point"", ""coordinates"": [2.373186386899657, 48.86904817801614]}",48.869048178,2.3731863869
2018-284,2018,Long m�trage,Documentaire C�sar 2018,,KM PRODUCTION,252 rue du faubourg saint-honor�,75008,75008,24/02/2018,03/03/2018,2.30101028,48.87694985,"{""type"": ""Point"", ""coordinates"": [2.301010284653147, 48.876949847710875]}",48.8769498477,2.30101028465
2018-291,2018,Long m�trage,MON INCONNUE,Hugo G�lin,ZAZI FILMS,place de l'od�on,75006,75006,14/03/2018,17/03/2018,2.33900999,48.84997162,"{""type"": ""Point"", ""coordinates"": [2.339009991428072, 48.84997161806543]}",48.8499716181,2.33900999143
2016-524,2016,Long m�trage,LA MELODIE,RACHID HAMI,MIZAR FILMS,ESPACE� SPORTIF EDOUARD PAILLERON,75019,09/06/2016,09/06/2016,2.377454,48.880767,"{""type"": ""Point"", ""coordinates"": [2.377453999457901, 48.880766999668616]}",48.8807669997,2.37745399946,
2019-725,2019,Long m�trage,L'Origine du Monde,Laurent Lafitte,Tr�sor Films,29 avenue rapp,75007,75007,26/06/2019,27/06/2019,2.30089009,48.85912681,"{""type"": ""Point"", ""coordinates"": [2.300890087935353, 48.859126806976974]}",48.859126807,2.30089008794
2016-532,2016,Long m�trage,TELLE MERE TELLE FILLE,NOEMIE SAGLIO,PAN EUROPENNE PRODUCTION,29� RUE� JEAN JACQUES ROUSSEAU,75001,04/08/2016,04/08/2016,2.341307,48.862997,"{""type"": ""Point"", ""coordinates"": [2.341306999871525, 48.86299699972573]}",48.8629969997,2.34130699987,
2016-539,2016,Long m�trage,LES EX,MAURICE BARTHELEMY,RADAR FILMS,QUAI� DE LA MARNE,75019,29/09/2016,29/09/2016,2.383679,48.890141,"{""type"": ""Point"", ""coordinates"": [2.383678999338172, 48.89014099993574]}",48.8901409999,2.38367899934,
2019-1707,2019,Long m�trage,Trois Fois Rien,Nadege Loiseau,SRAB FILMS,36 rue de rungis,75013,75013,05/12/2019,05/12/2019,2.34268514,48.8215878,"{""type"": ""Point"", ""coordinates"": [2.342685137881245, 48.821587800393786]}",48.8215878004,2.34268513788
2016-555,2016,Long m�trage,LA NIAQUE,CHAD CHENOUGA,TS PRODUCTIONS,PLACE� ANDRE TARDIEU,75007,04/03/2016,04/03/2016,2.303246,48.852647,"{""type"": ""Point"", ""coordinates"": [2.303245999349314, 48.85264700007523]}",48.8526470001,2.30324599935,
2018-158,2018,Long m�trage,MAIS VOUS ETES FOUS,Audrey DIWAN,RECTANGLE PRODUCTIONS,rue saint-s�verin,75005,75005,21/02/2018,22/02/2018,2.34508451,48.85245838,"{""type"": ""Point"", ""coordinates"": [2.345084513143957, 48.852458376612]}",48.8524583766,2.34508451314
2016-615,2016,Long m�trage,IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,PARC� DU CHAMP DE MARS,75007,08/03/2016,08/03/2016,2.304772,48.854395,"{""type"": ""Point"", ""coordinates"": [2.304771999661774, 48.854394999734865]}",48.8543949997,2.30477199966,
2016-597,2016,Long m�trage,SIMONE BENLOULOU,MYRIAM AZIZA,INCOGNITA,10� SQUARE� DE CLIGNANCOURT,75018,26/09/2016,26/09/2016,2.34697,48.893009,"{""type"": ""Point"", ""coordinates"": [2.346969999372023, 48.89300900038768]}",48.8930090004,2.34696999937,
2016-2081,2016,Long m�trage,SOUS LE MEME TOIT,DOMINIQUE FARRUGIA,EUROPA CORP,37/39� AVENUE� TRUDAINE,75009,05/07/2016,06/07/2016,2.342071,48.880917,"{""type"": ""Point"", ""coordinates"": [2.342071000425074, 48.88091700039295]}",48.8809170004,2.34207100043,
2018-400,2018,Long m�trage,PLAY,ANTHONY MARCIANO,CHAPTER 2,route de longchamp au bout des lacs,75016,75016,29/03/2018,29/03/2018,2.26282885,48.86840582,"{""type"": ""Point"", ""coordinates"": [2.262828852700631, 48.86840582135672]}",48.8684058214,2.2628288527
2016-2089,2016,Long m�trage,THE ESCAPE,DOMINIC SAVAGE,HANNA FILMS,BOULEVARD� DE BONNE NOUVELLE,75010,19/10/2016,19/10/2016,2.3504490000000002,48.870428,"{""type"": ""Point"", ""coordinates"": [2.350448999917637, 48.87042800030325]}",48.8704280003,2.35044899992,
2016-700,2016,Long m�trage,AURORE TABORT,BLANDINE LENOIR,KARE PRODUCTIONS,75� RUE� DU FAUBOURG SAINT ANTOINE,75011,12/04/2016,12/04/2016,2.374503,48.851796,"{""type"": ""Point"", ""coordinates"": [2.374503000491555, 48.85179599965044]}",48.8517959997,2.37450300049,
2018-422,2018,Long m�trage,PLAY,Anthony Marciano,Chapter 2,avenue puebla,75019,75019,28/03/2018,28/03/2018,2.37980518,48.87815624,"{""type"": ""Point"", ""coordinates"": [2.379805178604404, 48.878156234703475]}",48.8781562347,2.3798051786
2016-2212,2016,Long m�trage,LEILA,NAIDRA AYADI,NOLITA CINEMA,BOULEVARD� SAINT MARTIN,75003,21/11/2016,21/11/2016,2.358962,48.868413,"{""type"": ""Point"", ""coordinates"": [2.358962000130264, 48.868412999734446]}",48.8684129997,2.35896200013,
2016-2285,2016,Long m�trage,LA MELODIE,RACHID HAMI,MIZAR FILMS,RUE� JEAN QUARRE,75019,19/07/2016,19/07/2016,2.396256,48.87683,"{""type"": ""Point"", ""coordinates"": [2.396256000635373, 48.87682999960503]}",48.8768299996,2.39625600064,
2016-2142,2016,Long m�trage,OUI MADEMOISELLE,YISHU YANG,BAYOO,80� RUE� DE CHARONNE,75011,08/03/2016,08/03/2016,2.380827,48.853592,"{""type"": ""Point"", ""coordinates"": [2.38082699962313, 48.85359199955502]}",48.8535919996,2.38082699962,
2016-2145,2016,Long m�trage,DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,CARREFOUR� AVENUE DE VILLIERS,75017,14/04/2016,14/04/2016,2.303829,48.883862,"{""type"": ""Point"", ""coordinates"": [2.303828999614081, 48.883862000287635]}",48.8838620003,2.30382899961,
2016-2148,2016,Long m�trage,KO,FABRICE GOBERT,247 FILMS,72� BOULEVARD� AURIOL,75013,12/09/2016,12/09/2016,2.365601,48.834349,"{""type"": ""Point"", ""coordinates"": [2.365601000582143, 48.834348999663966]}",48.8343489997,2.36560100058,
2016-2163,2016,Long m�trage,JEUNE FEMME,LEONOR SERRAILLE,BLUE MONDAY PRODUCTIONS,28� PLACE� DENFERT ROCHEREAU,75014,15/02/2016,16/02/2016,2.331199,48.833798,"{""type"": ""Point"", ""coordinates"": [2.3311989998791702, 48.83379800034576]}",48.8337980003,2.33119899988,
2020-814,2020,Long m�trage,LES CHOSES HUMAINES,YVAN ATTAL,CURIOSA FILMS,5 rue de la paix,75002,75002,09/11/2020,09/11/2020,2.33057324,48.86881061,"{""type"": ""Point"", ""coordinates"": [2.330573235926169, 48.86881060505027]}",48.8688106051,2.33057323593
2016-2185,2016,Long m�trage,SIMONE BENLOULOU,MYRIAM AZIZA,INCOGNITA,5� RUE� DE DUNKERQUE,75010,14/10/2016,14/10/2016,2.358142,48.879301,"{""type"": ""Point"", ""coordinates"": [2.358142000345996, 48.879301000385226]}",48.8793010004,2.35814200035,
2020-823,2020,Long m�trage,Army of the dead meanwhile in Germany,Matthias Schweighoffer,Firstep,place henri queuille,75015,75015,04/11/2020,04/11/2020,2.3111236,48.84518561,"{""type"": ""Point"", ""coordinates"": [2.3111236017620618, 48.84518561293843]}",48.8451856129,2.31112360176
2020-698,2020,Long m�trage,Down In Paris,Antony Hickling,HICKLING AND ALLEN FILMS,28 rue chanzy,75011,75011,05/11/2020,05/11/2020,2.38534254,48.85267507,"{""type"": ""Point"", ""coordinates"": [2.385342540516172, 48.85267506777384]}",48.8526750678,2.38534254052
2018-1096,2018,Long m�trage,Je voudrais que quelqu'un m'attende quelque part,Arnaud VIARD,Easy TIGER,35 boulevard de courcelles,75008,75008,21/09/2018,21/09/2018,2.31123909,48.88051652,"{""type"": ""Point"", ""coordinates"": [2.311239089679554, 48.88051651542833]}",48.8805165154,2.31123908968
2018-623,2018,Long m�trage,Ma m�re est folle,Diane KURYS,ALEXANDRE FILMS,avenue ingres,75016,75016,18/05/2018,18/05/2018,2.26683357,48.85708313,"{""type"": ""Point"", ""coordinates"": [2.266833572423124, 48.857083126697134]}",48.8570831267,2.26683357242
2020-745,2020,Long m�trage,MES TR�S CHERS ENFANTS,ALEXANDRA LECL�RE,LES FILMS DU 24,100 rue du cherche-midi,75006,75006,30/10/2020,30/10/2020,2.32195581,48.84721623,"{""type"": ""Point"", ""coordinates"": [2.321955812345821, 48.84721622785038]}",48.8472162279,2.32195581235
2018-624,2018,Long m�trage,Ma m�re est folle,Diane KURYS,ALEXANDRE FILMS,12 rue du docteur blanche,75016,75016,18/05/2018,19/05/2018,2.26558235,48.85488815,"{""type"": ""Point"", ""coordinates"": [2.265582351193151, 48.8548881467525]}",48.8548881468,2.26558235119
2016-739,2016,Long m�trage,JEUNE FEMME,LEONOR SERRAILLE,BLUE MONDAY PRODUCTIONS,PASSERELLE*� RUE CAULAINCOURT,75018,19/02/2016,19/02/2016,2.3359579999999998,48.889415,"{""type"": ""Point"", ""coordinates"": [2.335957999344124, 48.889414999750244]}",48.8894149998,2.33595799934,
2016-754,2016,Long m�trage,120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,LES FILMS DE PIERRE,6� RUE� CONDORCET,75009,08/10/2016,08/10/2016,2.348466,48.879577,"{""type"": ""Point"", ""coordinates"": [2.348466000108974, 48.87957699981746]}",48.8795769998,2.34846600011,
2018-652,2018,Long m�trage,ANNA M,Luc Besson,EUROPACORP,92 boulevard suchet,75016,75016,17/05/2018,17/05/2018,2.26120559,48.85250844,"{""type"": ""Point"", ""coordinates"": [2.261205585334273, 48.852508443832576]}",48.8525084438,2.26120558533
2016-688,2016,Long m�trage,JE VAIS MIEUX,JEAN PIERRE AMERIS,EUROPA CORP,36/38� RUE� PIERRE SEMARD,75009,23/12/2016,23/12/2016,2.348649,48.879273,"{""type"": ""Point"", ""coordinates"": [2.34864900043701, 48.87927300034068]}",48.8792730003,2.34864900044,
2016-2199,2016,Long m�trage,DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,5� RUE� DE BABYLONE,75007,26/04/2016,27/04/2016,2.32398,48.851659,"{""type"": ""Point"", ""coordinates"": [2.323979999625979, 48.851659000314974]}",48.8516590003,2.32397999963,
2018-678,2018,Long m�trage,DE PERNAS PRO AR 3,Julia Rezende,SWAN,place fran�ois ier,75008,75008,01/06/2018,01/06/2018,2.3076061,48.86625686,"{""type"": ""Point"", ""coordinates"": [2.307606101729049, 48.866256855294466]}",48.8662568553,2.30760610173
2016-2253,2016,Long m�trage,SI J'ETAIS UN HOMME,AUDREY DANA,CURIOSA FILMS,PLACE� DE LA REUNION,75020,17/02/2016,17/02/2016,2.400886,48.855449,"{""type"": ""Point"", ""coordinates"": [2.400886000271725, 48.85544899984328]}",48.8554489998,2.40088600027,
2018-460,2018,Long m�trage,MON BEBE,LISA AZUELOS,LOVE IS IN THE AIR,4 rue de l'essai,75005,75005,10/04/2018,10/04/2018,2.35850917,48.83937069,"{""type"": ""Point"", ""coordinates"": [2.358509170964798, 48.83937069050145]}",48.8393706905,2.35850917096
2016-2261,2016,Long m�trage,THE ESCAPE,DOMINIC SAVAGE,HANNA FILMS,BOULEVARD� SAINT MICHEL,75005,20/10/2016,20/10/2016,2.340926,48.847074,"{""type"": ""Point"", ""coordinates"": [2.340925999476291, 48.84707399975328]}",48.8470739998,2.34092599948,
2016-2286,2016,Long m�trage,BAD BUZZ,STEPHANE KAZANDJIAN,ECHO FILMS,RUE� D'ORSEL ET DE STEINKERQUE,75018,20/07/2016,20/07/2016,2.3436500000000002,48.883676,"{""type"": ""Point"", ""coordinates"": [2.343649999655586, 48.88367599990729]}",48.8836759999,2.34364999966,
2020-774,2020,Long m�trage,LES FEMMES DU SQUARE,Julien Rambaldi,LES FILMS DU KIOSQUE,17 avenue trudaine,75009,75009,27/10/2020,27/10/2020,2.34459631,48.8814144,"{""type"": ""Point"", ""coordinates"": [2.344596313934543, 48.88141440182634]}",48.8814144018,2.34459631393
2019-1760,2019,Long m�trage,Tendre et saignant,Christopher Thompson,Les Films du Cap,99 rue du faubourg du temple,75010,75010,18/12/2019,20/12/2019,2.37343355,48.87083991,"{""type"": ""Point"", ""coordinates"": [2.373433546146105, 48.870839910931814]}",48.8708399109,2.37343354615
2020-778,2020,Long m�trage,LES FEMMES DU SQUARE,JULIEN RAMBALDI,SAS LES FILMS DU KIOSQUE,12 avenue trudaine,75009,75009,04/11/2020,04/11/2020,2.3434236999999998,48.88148627,"{""type"": ""Point"", ""coordinates"": [2.343423695605995, 48.88148627252094]}",48.8814862725,2.34342369561
2018-1141,2018,Long m�trage,LA VERITE SI JE MENS - LES DEBUTS,Michel MUNZ  et G�rard BITTON,LA VERITE PRODUCTION,40 rue de bassano,75008,75008,28/09/2018,29/09/2018,2.2989687500000002,48.87028542,"{""type"": ""Point"", ""coordinates"": [2.298968746466518, 48.87028541911754]}",48.8702854191,2.29896874647
2020-791,2020,Long m�trage,LA VIE DEVANT SOI,Nessim CHIKHAOUI,ALBERTINE PRODUCTIONS / LA VIE DEVANT SOI,4 avenue de l'observatoire,75006,75006,05/11/2020,05/11/2020,2.33632931,48.84334484,"{""type"": ""Point"", ""coordinates"": [2.336329308188162, 48.84334484037016]}",48.8433448404,2.33632930819
2020-834,2020,Long m�trage,MES TR�S CHERS ENFANTS,ALEXANDRA LECL�RE,LES FILMS DU 24,35 avenue du g�n�ral sarrail,75016,75016,13/11/2020,13/11/2020,2.25558316,48.84372895,"{""type"": ""Point"", ""coordinates"": [2.255583157551355, 48.843728953162795]}",48.8437289532,2.25558315755
2018-1077,2018,Long m�trage,Femme-Enfant,Amro Hamzawi,ECCE FILMS,37 rue meslay,75003,75003,26/09/2018,27/09/2018,2.35890395,48.86788733,"{""type"": ""Point"", ""coordinates"": [2.358903946157853, 48.86788733145501]}",48.8678873315,2.35890394616
2016-752,2016,Long m�trage,CA C'EST LA FAMILLE,TEDDY LUSSI MODESTE,KAZAK PRODUCTIONS,205� BOULEVARD� SERRURIER,75019,09/09/2016,09/09/2016,2.394148,48.895129,"{""type"": ""Point"", ""coordinates"": [2.394148000641878, 48.89512899966775]}",48.8951289997,2.39414800064,
2019-134,2019,Long m�trage,IBRAHIM,SAMIR GUESMI,WHY NOT PRODUCTIONS,27 rue du docteur potain,75019,75019,11/02/2019,15/02/2019,2.39781202,48.87732377,"{""type"": ""Point"", ""coordinates"": [2.397812016922849, 48.87732376413565]}",48.8773237641,2.39781201692
2019-144,2019,Long m�trage,IBRAHIM,SAMIR GUESMI,WHY NOT PRODUCTIONS,11 boulevard de la bastille,75012,75012,15/02/2019,15/02/2019,2.36722103,48.84772554,"{""type"": ""Point"", ""coordinates"": [2.36722103105144, 48.847725535888465]}",48.8477255359,2.36722103105
2018-1374,2018,Long m�trage,HORS NORMES,Eric Toledano et Olivier Nakache,ADNP QUAD FILMS,1 avenue jean jaur�s,75019,75019,12/11/2018,12/11/2018,2.37102017,48.88315249,"{""type"": ""Point"", ""coordinates"": [2.37102016659099, 48.88315248435787]}",48.8831524844,2.37102016659
2019-152,2019,Long m�trage,Tout Nous Sourit,M�lissa Drigeard,Single Man Productions,52 avenue de saxe,75015,75015,08/02/2019,08/02/2019,2.31056862,48.84769697,"{""type"": ""Point"", ""coordinates"": [2.310568624723006, 48.84769696409273]}",48.8476969641,2.31056862472
2018-1221,2018,Long m�trage,La Verit�,Hirokazu Kore-Eda,3B Production,27 boulevard auguste blanqui,75013,75013,12/10/2018,13/10/2018,2.35264504,48.83014369,"{""type"": ""Point"", ""coordinates"": [2.352645044154818, 48.83014369205999]}",48.8301436921,2.35264504415
2018-1234,2018,Long m�trage,L ANGLE MORT,PIERRE TRIVIDIC ET PATRICK MARIO BERNARD,EX NIHILO,13 avenue du nouveau conservatoire,75019,75019,16/10/2018,17/10/2018,2.38962172,48.88911644,"{""type"": ""Point"", ""coordinates"": [2.389621715224887, 48.88911643576946]}",48.8891164358,2.38962171522
2019-878,2019,Long m�trage,PARENT D'ELEVE,NOEMIE SAGLIO,RECTANGLE PRODUCTIONS,15 rue jacques hillairet,75012,75012,16/07/2019,16/07/2019,2.3875304,48.84276693,"{""type"": ""Point"", ""coordinates"": [2.387530396376128, 48.84276693034535]}",48.8427669303,2.38753039638
2019-1313,2019,Long m�trage,LES DEUX ALFRED,Bruno Podalyd�s,WHY NOT PRODUCTIONS,place edouard renard,75012,75012,10/10/2019,10/10/2019,2.4065063,48.8353732,"{""type"": ""Point"", ""coordinates"": [2.406506301577636, 48.83537319810033]}",48.8353731981,2.40650630158
2018-1511,2018,Long m�trage,LE MEILLEUR RESTE � VENIR,Matthieu DELAPORTE et Alexandre DE LA PATELLI�RE,CHAPTER 2,32 rue condorcet,75009,75009,03/12/2018,03/12/2018,2.3457879999999998,48.8797844,"{""type"": ""Point"", ""coordinates"": [2.345787998072073, 48.87978439577261]}",48.8797843958,2.34578799807
2019-912,2019,Long m�trage,COM�DIE HUMAINE,XAVIER GIANNOLI,CURIOSA FILMS,51 rue de varenne,75007,75007,08/08/2019,10/08/2019,2.32175911,48.85445424,"{""type"": ""Point"", ""coordinates"": [2.321759109369753, 48.854454240278386]}",48.8544542403,2.32175910937
2019-445,2019,Long m�trage,POLICE,ANNE FONTAINE,F COMME FILM,avenue de la porte d'aubervilliers,75019,75019,08/04/2019,09/04/2019,2.37029666,48.90098443,"{""type"": ""Point"", ""coordinates"": [2.370296657973299, 48.900984429871706]}",48.9009844299,2.37029665797
2019-791,2019,Long m�trage,LA BOULE DU DRAGON,DOMINIQUE BAUMART et MOULOUD ACHOUR,SRAB FILMS,15 boulevard voltaire,75011,75011,16/07/2019,22/07/2019,2.36719011,48.86569654,"{""type"": ""Point"", ""coordinates"": [2.367190108582699, 48.86569653756704]}",48.8656965376,2.36719010858
2019-1360,2019,Long m�trage,De l'or pour les chiens,Anna Cazanave-Cambet,CG Cinema,place des f�tes,75019,75019,16/10/2019,17/10/2019,2.39218152,48.87722217,"{""type"": ""Point"", ""coordinates"": [2.39218152210659, 48.87722216603906]}",48.877222166,2.39218152211
2018-1464,2018,Long m�trage,FORTE,Katia LEWKOWICZ,QUAD FILMS,12 rue frochot,75009,75009,27/11/2018,27/11/2018,2.3374538,48.88164094,"{""type"": ""Point"", ""coordinates"": [2.337453797110772, 48.88164093933715]}",48.8816409393,2.33745379711
2019-1154,2019,Long m�trage,ARTHUR RAMBO,Laurent Cantet,LES FILMS DE PIERRE,131 rue oberkampf,75011,75011,23/09/2019,25/09/2019,2.37994458,48.86636174,"{""type"": ""Point"", ""coordinates"": [2.379944575811582, 48.86636174362974]}",48.8663617436,2.37994457581
2019-1371,2019,Long m�trage,De l'or pour les chiens,Anna Cazanave-Cambet,CG Cinema,rue du ch�teau,75014,75014,18/10/2019,19/10/2019,2.32131585,48.83459708,"{""type"": ""Point"", ""coordinates"": [2.321315853442655, 48.834597082228335]}",48.8345970822,2.32131585344
2019-1175,2019,Long m�trage,Les Meilleures,Marion Desseigne Ravel,31 Juin Films,276 rue de belleville,75020,75020,20/09/2019,20/09/2019,2.4023134600000002,48.87582962,"{""type"": ""Point"", ""coordinates"": [2.402313456552903, 48.8758296203389]}",48.8758296203,2.40231345655
